CRASH DATE,CRASH TIME,CRASH_DATETIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,COLLISION_ID,UNIQUE_ID,PERSON_ID,PERSON_TYPE,PERSON_INJURY,VEHICLE_ID,PERSON_AGE,EJECTION,EMOTIONAL_STATUS,BODILY_INJURY,POSITION_IN_VEHICLE,SAFETY_EQUIPMENT,COMPLAINT,PED_ROLE,PERSON_SEX,YEAR,INJURY_TYPE
2017-06-12,07:30:00,2017-06-12 07:30:00,NONE,,40.664333,-73.89684,"(40.664333, -73.89684)",LIVONIA AVENUE,,2.0,0.0,0,0,0,0,2,0,PEDESTRIAN/BICYCLIST/OTHER PEDESTRIAN ERROR/CONFUSION,UNSPECIFIED,SEDAN,SEDAN,3689127,7097027,18E0648D-BE1B-430B-BC47-ED1875F9750F,OCCUPANT,UNSPECIFIED,17587626.0,9.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,RIGHT REAR PASSENGER OR MOTORCYCLE SIDECAR PASSENGER,LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,F,2017,MOTORIST
2017-06-23,21:15:00,2017-06-23 21:15:00,BRONX,10472,40.82768,-73.866356,"(40.82768, -73.866356)",SAINT LAWRENCE AVENUE,WATSON AVENUE,0.0,0.0,0,0,0,0,0,0,BACKING UNSAFELY,UNSPECIFIED,SEDAN,SEDAN,3699079,7065686,BFCA8C65-422A-43EF-8356-BFBEE9DA0747,OCCUPANT,UNSPECIFIED,17572737.0,47.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2017,MOTORIST
2017-06-13,17:51:00,2017-06-13 17:51:00,STATEN ISLAND,10306,40.582195,-74.1103,"(40.582195, -74.1103)",RICHMOND ROAD,MIDLAND AVENUE,0.0,0.0,0,0,0,0,0,0,UNSAFE LANE CHANGING,UNSPECIFIED,SEDAN,VAN,3690120,7063192,0510DC40-ED9A-4916-9B54-1550134B2B00,OCCUPANT,UNSPECIFIED,17571509.0,30.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2017,MOTORIST
2017-06-19,09:50:00,2017-06-19 09:50:00,QUEENS,11368,40.74231,-73.855156,"(40.74231, -73.855156)",,,0.0,0.0,0,0,0,0,0,0,BACKING UNSAFELY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,3694043,7029254,6BD3D791-D170-4414-AEBF-D5F8E9BE9980,OCCUPANT,UNSPECIFIED,17555361.0,52.0,,,,,,,REGISTRANT,M,2017,MOTORIST
2017-06-14,00:00:00,2017-06-14 00:00:00,QUEENS,11361,40.76879,-73.7747,"(40.76879, -73.7747)",35 AVENUE,213 STREET,0.0,0.0,0,0,0,0,0,0,TRAFFIC CONTROL DISREGARDED,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,3690348,7071202,01BD4273-6316-41BD-AEF6-2D51CB0F1389,OCCUPANT,UNSPECIFIED,17575357.0,0.0,,,,,,,REGISTRANT,,2017,MOTORIST
2017-06-14,15:10:00,2017-06-14 15:10:00,BRONX,10459,40.82364,-73.89391,"(40.82364, -73.89391)",WESTCHESTER AVENUE,FOX STREET,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,SEDAN,SEDAN,3692719,6895091,9862380C-DD5C-4ED6-AAE9-7A675E9F8E27,OCCUPANT,UNSPECIFIED,17491006.0,0.0,,,,,,,REGISTRANT,,2017,MOTORIST
2017-06-27,21:05:00,2017-06-27 21:05:00,MANHATTAN,10075,40.77402,-73.95456,"(40.77402, -73.95456)",2 AVENUE,EAST 80 STREET,1.0,0.0,0,0,0,0,1,0,UNSPECIFIED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,MOTORSCOOTER,3701620,7091224,3C8B49C9-713B-4943-B4B6-9E4B04E75D5E,OCCUPANT,UNSPECIFIED,17584898.0,35.0,,,,,,,REGISTRANT,F,2017,MOTORIST
2017-06-30,06:30:00,2017-06-30 06:30:00,BRONX,10456,40.83084,-73.90516,"(40.83084, -73.90516)",,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,PICK-UP TRUCK,3703187,7114084,7FE3F2D1-01C4-46B1-9351-E67DC8142607,OCCUPANT,UNSPECIFIED,17595760.0,53.0,,,,,,,REGISTRANT,M,2017,MOTORIST
2017-06-29,13:00:00,2017-06-29 13:00:00,BROOKLYN,11232,40.650414,-74.01914,"(40.650414, -74.01914)",50 STREET,1 AVENUE,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,TRACTOR TRUCK DIESEL,PICK-UP TRUCK,3706167,7054146,1E0305D3-958A-4FE2-8F60-6B908D2F60EE,OCCUPANT,UNSPECIFIED,17567240.0,0.0,,,,,,,REGISTRANT,U,2017,MOTORIST
2017-06-13,14:20:00,2017-06-13 14:20:00,NONE,,40.764896,-73.97256,"(40.764896, -73.97256)",5 AVENUE,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,STATION WAGON/SPORT UTILITY VEHICLE,TAXI,3690133,7084209,04233E48-D95B-4E9A-9A18-FA84AFFC413A,OCCUPANT,UNSPECIFIED,17581567.0,0.0,,,,,,,REGISTRANT,,2017,MOTORIST
2017-06-26,10:40:00,2017-06-26 10:40:00,NONE,,40.723454,-73.94033,"(40.723454, -73.94033)",DRIGGS AVENUE,,0.0,0.0,0,0,0,0,0,0,PASSING OR LANE USAGE IMPROPER,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,,3700818,6983181,C2C4C712-86BA-45F2-B031-A349BFA37A83,OCCUPANT,UNSPECIFIED,17533260.0,26.0,,,,,,,REGISTRANT,M,2017,MOTORIST
2017-06-26,16:24:00,2017-06-26 16:24:00,NONE,,40.689144,-73.99071,"(40.689144, -73.99071)",ATLANTIC AVENUE,,0.0,0.0,0,0,0,0,0,0,PASSING OR LANE USAGE IMPROPER,UNSAFE LANE CHANGING,SEDAN,SEDAN,3700042,7025683,F9A19C0C-7084-4464-BF4B-F5F7A40B80FB,OCCUPANT,UNSPECIFIED,17553636.0,0.0,,,,,,,REGISTRANT,M,2017,MOTORIST
2017-06-22,16:30:00,2017-06-22 16:30:00,BROOKLYN,11207,40.665592,-73.88568,"(40.665592, -73.88568)",,,1.0,0.0,1,0,0,0,0,0,UNSPECIFIED,,SEDAN,,3696637,7100277,5CCA274E-5700-4035-AC6B-AA54ECAACA28,OCCUPANT,UNSPECIFIED,17589196.0,0.0,,,,,,,REGISTRANT,M,2017,MOTORIST
2017-06-28,23:05:00,2017-06-28 23:05:00,NONE,,40.786724,-73.983246,"(40.786724, -73.983246)",HENRY HUDSON PARKWAY,,0.0,0.0,0,0,0,0,0,0,OTHER VEHICULAR,OTHER VEHICULAR,SEDAN,SEDAN,3701365,6889236,8644295A-5E9F-48D3-AA48-8FAB7CF4CD1B,OCCUPANT,UNSPECIFIED,17488183.0,35.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT,DOES NOT APPLY,DRIVER,M,2017,MOTORIST
2017-06-29,14:40:00,2017-06-29 14:40:00,BROOKLYN,11218,40.637104,-73.97322,"(40.637104, -73.97322)",,,0.0,0.0,0,0,0,0,0,0,PEDESTRIAN/BICYCLIST/OTHER PEDESTRIAN ERROR/CONFUSION,UNSPECIFIED,SEDAN,SEDAN,3702067,7037226,7C4DFABF-85FF-49AB-AF74-6CA069A8A2D4,OCCUPANT,UNSPECIFIED,17559206.0,0.0,,,,,,,REGISTRANT,U,2017,MOTORIST
2017-06-11,04:10:00,2017-06-11 04:10:00,NONE,,40.676094,-73.904366,"(40.676094, -73.904366)",ATLANTIC AVENUE,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,3687949,6940363,2F0E7689-10B1-4AED-9254-08FD1C87E343,OCCUPANT,UNSPECIFIED,17512606.0,28.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2017,MOTORIST
2017-06-16,17:19:00,2017-06-16 17:19:00,BROOKLYN,11207,40.678795,-73.89095,"(40.678795, -73.89095)",,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,,STATION WAGON/SPORT UTILITY VEHICLE,,3692748,7098305,0AB31C31-15BD-4C23-A494-7F2894F5D9E6,OCCUPANT,UNSPECIFIED,17588262.0,47.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,UNKNOWN,UNKNOWN,DOES NOT APPLY,DRIVER,M,2017,MOTORIST
2017-06-23,19:30:00,2017-06-23 19:30:00,QUEENS,11433,40.69691,-73.790436,"(40.69691, -73.790436)",108 AVENUE,164 STREET,1.0,0.0,0,0,0,0,1,0,REACTION TO UNINVOLVED VEHICLE,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,3697880,7020812,26698F10-C132-42DB-9CC4-AC9CB33D3664,OCCUPANT,UNSPECIFIED,17551285.0,57.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2017,MOTORIST
2017-06-24,16:00:00,2017-06-24 16:00:00,BRONX,10463,40.873787,-73.905266,"(40.873787, -73.905266)",,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,3698546,6932621,BAEBCDBF-29F5-47CE-8313-C0105C4FDBA8,OCCUPANT,UNSPECIFIED,17508982.0,62.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,F,2017,MOTORIST
2017-06-13,17:20:00,2017-06-13 17:20:00,MANHATTAN,10035,40.80084,-73.938965,"(40.80084, -73.938965)",,,4.0,0.0,0,0,0,0,4,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,VAN,3690164,6969651,FC54F049-78D6-4551-B3E4-C7EE568033F9,OCCUPANT,UNSPECIFIED,17526706.0,68.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2017,MOTORIST
2017-06-25,00:00:00,2017-06-25 00:00:00,NONE,,40.68373,-73.75127,"(40.68373, -73.75127)",SPRINGFIELD BOULEVARD,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,3698034,7105311,2F814709-ECF0-47FD-A6D1-44BE17604C78,OCCUPANT,UNSPECIFIED,17591586.0,46.0,,,,,,,REGISTRANT,M,2017,MOTORIST
2017-06-29,16:06:00,2017-06-29 16:06:00,BROOKLYN,11229,40.613052,-73.94913,"(40.613052, -73.94913)",BEDFORD AVENUE,KINGS HIGHWAY,0.0,0.0,0,0,0,0,0,0,BACKING UNSAFELY,FOLLOWING TOO CLOSELY,SEDAN,SEDAN,3703119,7053067,BE2631C1-54C0-49BC-A0C4-7967B619A3D5,OCCUPANT,UNSPECIFIED,17566740.0,45.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",LAP BELT,DOES NOT APPLY,PASSENGER,M,2017,MOTORIST
2017-06-24,09:30:00,2017-06-24 09:30:00,NONE,,40.750538,-73.940636,"(40.750538, -73.940636)",QUEENS PLAZA SOUTH,CRESCENT STREET,0.0,0.0,0,0,0,0,0,0,PAVEMENT SLIPPERY,UNSPECIFIED,TAXI,STATION WAGON/SPORT UTILITY VEHICLE,3698678,7090170,89DB55B1-66C5-4BDC-92EE-E2982DE69588,OCCUPANT,UNSPECIFIED,17584369.0,0.0,,,,,,,REGISTRANT,,2017,MOTORIST
2017-06-19,10:42:00,2017-06-19 10:42:00,QUEENS,11428,40.724598,-73.73914,"(40.724598, -73.73914)",SPRINGFIELD BOULEVARD,92 AVENUE,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,3694078,11230726,84CDBA55-4D27-48B3-BCEB-9B7BA0768B08,OCCUPANT,UNSPECIFIED,19648133.0,52.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,UNKNOWN,DOES NOT APPLY,DRIVER,M,2017,MOTORIST
2017-06-13,09:30:00,2017-06-13 09:30:00,QUEENS,11692,40.593025,-73.78435,"(40.593025, -73.78435)",,,1.0,0.0,0,0,0,0,1,0,AGGRESSIVE DRIVING/ROAD RAGE,UNSPECIFIED,PICK-UP TRUCK,MOTORCYCLE,3690068,6798387,042F5BA5-3AA8-415D-8253-B926DE126F93,OCCUPANT,UNSPECIFIED,17444547.0,56.0,,,,,,,REGISTRANT,M,2017,MOTORIST
2017-06-14,17:00:00,2017-06-14 17:00:00,MANHATTAN,10038,40.711407,-74.00558,"(40.711407, -74.00558)",,,0.0,0.0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,3691013,7005048,367FC642-C56E-4E07-8F26-FC591219CAA3,OCCUPANT,UNSPECIFIED,17543649.0,0.0,,,,,,,REGISTRANT,M,2017,MOTORIST
2017-06-18,19:00:00,2017-06-18 19:00:00,NONE,,40.726097,-73.76198,"(40.726097, -73.76198)",GRAND CENTRAL PKWY,,0.0,0.0,0,0,0,0,0,0,UNSAFE LANE CHANGING,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,3692868,7081106,4221C34E-C564-40F8-8183-E865634675E7,OCCUPANT,UNSPECIFIED,17580083.0,26.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2017,MOTORIST
2017-06-10,20:30:00,2017-06-10 20:30:00,NONE,,40.793552,-73.945335,"(40.793552, -73.945335)",EAST 108 STREET,,0.0,0.0,0,0,0,0,0,0,OTHER VEHICULAR,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,3687484,6829366,E67D659D-01E9-4204-9631-07B0418428CB,OCCUPANT,UNSPECIFIED,17459397.0,0.0,,,,,,,REGISTRANT,,2017,MOTORIST
2017-06-20,14:30:00,2017-06-20 14:30:00,QUEENS,11429,40.714268,-73.735695,"(40.714268, -73.735695)",101 AVENUE,SPRINGFIELD BOULEVARD,1.0,0.0,0,0,0,0,1,0,UNSPECIFIED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,3695001,7104231,D63A8ED9-7DFA-4B75-94B2-1BF766EC3E70,OCCUPANT,UNSPECIFIED,17591050.0,0.0,,,,,,,REGISTRANT,U,2017,MOTORIST
2017-06-20,00:05:00,2017-06-20 00:05:00,MANHATTAN,10039,40.821636,-73.93909,"(40.821636, -73.93909)",7 AVENUE,WEST 145 STREET,1.0,0.0,0,0,1,0,0,0,PEDESTRIAN/BICYCLIST/OTHER PEDESTRIAN ERROR/CONFUSION,UNSPECIFIED,SEDAN,BIKE,3694636,6824963,C6C6DA81-286A-4BA9-B1F9-6BBC4C17179F,BICYCLIST,INJURED,17457240.0,47.0,NOT EJECTED,CONSCIOUS,ELBOW-LOWER-ARM-HAND,DRIVER,,COMPLAINT OF PAIN,DRIVER,M,2017,CYCLIST
2017-06-24,11:05:00,2017-06-24 11:05:00,NONE,,40.774357,-73.912865,"(40.774357, -73.912865)",31 STREET,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,PICK-UP TRUCK,STATION WAGON/SPORT UTILITY VEHICLE,3698969,7092911,862F5674-1CA6-4983-B798-94B2B9EB7BBA,OCCUPANT,UNSPECIFIED,17585674.0,0.0,,,,,,,REGISTRANT,M,2017,MOTORIST
2017-06-11,01:30:00,2017-06-11 01:30:00,BRONX,10470,40.90325,-73.84801,"(40.90325, -73.84801)",BARNES AVENUE,CRANFORD AVENUE,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,,STATION WAGON/SPORT UTILITY VEHICLE,,3688662,7054448,88FA913D-D15B-422D-91AC-D7F1E21686C0,OCCUPANT,UNSPECIFIED,17567404.0,38.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",,DOES NOT APPLY,PASSENGER,M,2017,MOTORIST
2017-06-25,17:22:00,2017-06-25 17:22:00,BRONX,10469,40.860897,-73.843895,"(40.860897, -73.843895)",,,0.0,0.0,0,0,0,0,0,0,OTHER VEHICULAR,BACKING UNSAFELY,SEDAN,SEDAN,3699144,6982149,FF28FFD2-C134-4B91-8AC2-A06A5B5FDDA5,OCCUPANT,UNSPECIFIED,17532758.0,61.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,F,2017,MOTORIST
2017-06-15,10:00:00,2017-06-15 10:00:00,MANHATTAN,10013,40.718273,-74.00533,"(40.718273, -74.00533)",FRANKLIN STREET,CHURCH STREET,0.0,0.0,0,0,0,0,0,0,PASSING TOO CLOSELY,UNSPECIFIED,PICK-UP TRUCK,STATION WAGON/SPORT UTILITY VEHICLE,3691461,7006710,6AD5457C-8B25-44C7-B536-3F8F3669EB3B,OCCUPANT,UNSPECIFIED,17544464.0,0.0,,,,,,,REGISTRANT,U,2017,MOTORIST
2017-06-22,19:30:00,2017-06-22 19:30:00,MANHATTAN,10035,40.80608,-73.9415,"(40.80608, -73.9415)",,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,3696778,6988379,1F91E130-390E-4CCF-9294-90E8135F26C3,OCCUPANT,UNSPECIFIED,17535800.0,0.0,,,,,,,REGISTRANT,,2017,MOTORIST
2017-06-29,13:30:00,2017-06-29 13:30:00,BRONX,10458,40.85819,-73.88435,"(40.85819, -73.88435)",EAST FORDHAM ROAD,HUGHES AVENUE,0.0,0.0,0,0,0,0,0,0,UNSAFE LANE CHANGING,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,3702035,6989369,5C6A6E0B-3F29-4EE7-90EC-C48B16115F20,OCCUPANT,UNSPECIFIED,17536270.0,15.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,F,2017,MOTORIST
2017-06-27,08:05:00,2017-06-27 08:05:00,MANHATTAN,10013,40.72135,-74.00465,"(40.72135, -74.00465)",CANAL STREET,WEST BROADWAY,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,SEDAN,PICK-UP TRUCK,3699834,7638147,E9087405-F706-4FA7-8164-739DB4455602,OCCUPANT,UNSPECIFIED,17851752.0,0.0,,,,,,,REGISTRANT,,2017,MOTORIST
2017-06-18,13:20:00,2017-06-18 13:20:00,BROOKLYN,11230,40.629986,-73.97157,"(40.629986, -73.97157)",OCEAN PARKWAY,FOSTER AVENUE,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,SEDAN,,3694511,7034818,87CA0487-FAE7-4922-A5CE-7087BC784584,OCCUPANT,UNSPECIFIED,17558035.0,29.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,OTHER,DOES NOT APPLY,DRIVER,F,2017,MOTORIST
2017-06-18,03:59:00,2017-06-18 03:59:00,QUEENS,11103,40.766827,-73.909294,"(40.766827, -73.909294)",43 STREET,25 AVENUE,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,SEDAN,SEDAN,3693136,7089775,410A1B4B-402C-4D0D-BACF-5DC2534E7092,OCCUPANT,UNSPECIFIED,17584192.0,22.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,F,2017,MOTORIST
2017-06-30,14:36:00,2017-06-30 14:36:00,BROOKLYN,11211,40.70955,-73.95887,"(40.70955, -73.95887)",SOUTH 5 STREET,HAVEMEYER STREET,2.0,0.0,0,0,0,0,2,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,3709558,7169992,CFE0DB9B-9605-484F-91A9-4621D892BCAF,OCCUPANT,UNSPECIFIED,17622677.0,34.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,F,2017,MOTORIST
2017-06-26,19:45:00,2017-06-26 19:45:00,STATEN ISLAND,10310,40.634567,-74.1172,"(40.634567, -74.1172)",BROADWAY,CASTLETON AVENUE,0.0,0.0,0,0,0,0,0,0,PASSING OR LANE USAGE IMPROPER,UNSPECIFIED,PICK-UP TRUCK,SEDAN,3700514,6981637,2C2C39F2-6280-492F-84DC-AA88525EE4E7,OCCUPANT,UNSPECIFIED,17532528.0,34.0,,,,,,,REGISTRANT,M,2017,MOTORIST
2017-06-14,12:30:00,2017-06-14 12:30:00,BRONX,10467,40.85814,-73.86756,"(40.85814, -73.86756)",,,0.0,0.0,0,0,0,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,SEDAN,SEDAN,3691722,6962249,AE133AD4-2182-43E5-850E-653921C5BEF6,OCCUPANT,UNSPECIFIED,17523093.0,57.0,,,,,,,REGISTRANT,M,2017,MOTORIST
2017-06-20,18:00:00,2017-06-20 18:00:00,NONE,,40.678654,-73.83333,"(40.678654, -73.83333)",ROCKAWAY BOULEVARD,106 STREET,0.0,0.0,0,0,0,0,0,0,PASSING TOO CLOSELY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,,3695595,7063162,AF119896-3E0B-4650-AA98-2372E1D72659,OCCUPANT,UNSPECIFIED,17571493.0,38.0,,,,,,,REGISTRANT,F,2017,MOTORIST
2017-06-29,16:40:00,2017-06-29 16:40:00,BROOKLYN,11235,40.585407,-73.96645,"(40.585407, -73.96645)",,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,3702047,6926158,88B330E7-9BA2-4681-9B6A-48BD6296AFBE,OCCUPANT,UNSPECIFIED,17505864.0,45.0,,,,,,,REGISTRANT,F,2017,MOTORIST
2017-06-11,19:00:00,2017-06-11 19:00:00,NONE,,40.77761,-73.74365,"(40.77761, -73.74365)",LITTLE NECK PARKWAY,255 STREET,1.0,0.0,0,0,0,0,1,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,3690177,7178294,EEC6B332-56A6-482A-813C-0880598B5543,OCCUPANT,UNSPECIFIED,17626645.0,35.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2017,MOTORIST
2017-06-09,19:00:00,2017-06-09 19:00:00,NONE,,40.60235,-74.189606,"(40.60235, -74.189606)",SOUTH AVENUE,CHELSEA ROAD,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,3687099,7020724,07116971-19D7-421C-A475-DE438FE62B81,OCCUPANT,UNSPECIFIED,17551238.0,10.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"LEFT REAR PASSENGER, OR REAR PASSENGER ON A BICYCLE, MOTORCYCLE, SNOWMOBILE",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,F,2017,MOTORIST
2017-06-10,18:30:00,2017-06-10 18:30:00,STATEN ISLAND,10309,40.52505,-74.239265,"(40.52505, -74.239265)",,,3.0,0.0,0,0,0,0,3,0,UNSAFE SPEED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,3689179,6882740,F50D43A7-4A40-43D8-80EF-33D6210167AD,OCCUPANT,UNSPECIFIED,,,,,,,,,WITNESS,,2017,MOTORIST
2017-06-19,09:30:00,2017-06-19 09:30:00,QUEENS,11101,40.738243,-73.93385,"(40.738243, -73.93385)",,,0.0,0.0,0,0,0,0,0,0,BACKING UNSAFELY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,TRACTOR TRUCK DIESEL,3699366,7090867,11E3D980-5C66-4BB1-B216-3900571135D4,OCCUPANT,UNSPECIFIED,17584710.0,39.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2017,MOTORIST
2017-06-10,23:05:00,2017-06-10 23:05:00,NONE,,40.672688,-73.73544,"(40.672688, -73.73544)",LAURELTON PARKWAY,,0.0,0.0,0,0,0,0,0,0,UNSAFE LANE CHANGING,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,3688824,7101898,C756372F-7267-4D6C-B196-D4F4DC5827B5,OCCUPANT,UNSPECIFIED,17589966.0,38.0,,,,,,,REGISTRANT,M,2017,MOTORIST
2017-06-18,04:48:00,2017-06-18 04:48:00,BROOKLYN,11201,40.69613,-73.987114,"(40.69613, -73.987114)",TILLARY STREET,JAY STREET,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,,SEDAN,,3693743,7012372,1230AB6F-C444-4353-82D0-0E6352429511,OCCUPANT,UNSPECIFIED,17547236.0,26.0,,,,,,,REGISTRANT,M,2017,MOTORIST
2017-06-23,08:00:00,2017-06-23 08:00:00,NONE,,40.7314,-73.926094,"(40.7314, -73.926094)",BROOKLYN QUEENS EXPRESSWAY,,0.0,0.0,0,0,0,0,0,0,UNSAFE LANE CHANGING,UNSPECIFIED,SEDAN,SEDAN,3697226,7089509,59C957E7-D8CE-4746-BE89-A5B4AE848242,OCCUPANT,UNSPECIFIED,17584055.0,0.0,,,,,,,REGISTRANT,U,2017,MOTORIST
